tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
2216,1/1/2016 1:00,1/1/2016 1:37,3168,Central Park West & W 85 St,40.78472675,-73.96961715,484,W 44 St & 5 Ave,40.75500254,-73.98014437,17582,Subscriber,1965,1
1042,1/1/2016 1:00,1/1/2016 1:17,410,Suffolk St & Stanton St,40.72066442,-73.98517977,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,22270,Subscriber,1982,1
707,1/1/2016 1:00,1/1/2016 1:12,263,Elizabeth St & Hester St,40.71729,-73.996375,326,E 11 St & 1 Ave,40.72953837,-73.98426726,23706,Subscriber,1970,1
260,1/1/2016 1:00,1/1/2016 1:05,3086,Graham Ave & Conselyea St,40.715143,-73.944507,3070,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,23393,Subscriber,1975,1
224,1/1/2016 1:01,1/1/2016 1:05,3226,W 82 St & Central Park West,40.78275,-73.97137,3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,20348,Subscriber,1990,1
1025,1/1/2016 1:01,1/1/2016 1:18,536,1 Ave & E 30 St,40.74144387,-73.97536082,478,11 Ave & W 41 St,40.76030096,-73.99884222,23808,Subscriber,1977,1
2071,1/1/2016 1:01,1/1/2016 1:35,3165,Central Park West & W 72 St,40.77579377,-73.97620574,450,W 49 St & 8 Ave,40.76227205,-73.98788205,17236,Customer,,0
2068,1/1/2016 1:01,1/1/2016 1:35,3165,Central Park West & W 72 St,40.77579377,-73.97620574,450,W 49 St & 8 Ave,40.76227205,-73.98788205,22174,Customer,,0
491,1/1/2016 1:01,1/1/2016 1:09,79,Franklin St & W Broadway,40.71911552,-74.00666661,363,West Thames St,40.70834698,-74.01713445,22651,Subscriber,1962,1
1378,1/1/2016 1:01,1/1/2016 1:24,405,Washington St & Gansevoort St,40.739323,-74.008119,350,Clinton St & Grand St,40.71559509,-73.9870295,20962,Subscriber,1975,2
411,1/1/2016 1:02,1/1/2016 1:09,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,20339,Subscriber,1991,2
503,1/1/2016 1:02,1/1/2016 1:11,3165,Central Park West & W 72 St,40.77579377,-73.97620574,3168,Central Park West & W 85 St,40.78472675,-73.96961715,14733,Subscriber,1976,1
1732,1/1/2016 1:02,1/1/2016 1:31,500,Broadway & W 51 St,40.76228826,-73.98336183,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,19557,Subscriber,1984,1
591,1/1/2016 1:03,1/1/2016 1:13,3224,W 13 St & Hudson St,40.73997354,-74.00513873,229,Great Jones St,40.72743423,-73.99379025,18369,Subscriber,1956,1
939,1/1/2016 1:03,1/1/2016 1:19,3231,E 67 St & Park Ave,40.7678008,-73.96592081,3155,Lexington Ave & E 63 St,40.76440023,-73.96648977,18216,Subscriber,1977,1
1163,1/1/2016 1:03,1/1/2016 1:22,330,Reade St & Broadway,40.71450451,-74.00562789,319,Fulton St & Broadway,40.711066,-74.009447,14694,Customer,,0
383,1/1/2016 1:03,1/1/2016 1:09,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,405,Washington St & Gansevoort St,40.739323,-74.008119,21683,Subscriber,1979,1
1524,1/1/2016 1:03,1/1/2016 1:29,3163,Central Park West & W 68 St,40.7734066,-73.97782542,334,W 20 St & 7 Ave,40.74238787,-73.99726235,24158,Subscriber,1976,2
216,1/1/2016 1:03,1/1/2016 1:07,439,E 4 St & 2 Ave,40.7262807,-73.98978041,375,Mercer St & Bleecker St,40.72679454,-73.99695094,18161,Subscriber,1988,1
1654,1/1/2016 1:03,1/1/2016 1:31,305,E 58 St & 3 Ave,40.76095756,-73.96724467,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,18247,Customer,,0
1635,1/1/2016 1:03,1/1/2016 1:31,305,E 58 St & 3 Ave,40.76095756,-73.96724467,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,24244,Subscriber,1986,1
1118,1/1/2016 1:04,1/1/2016 1:22,330,Reade St & Broadway,40.71450451,-74.00562789,319,Fulton St & Broadway,40.711066,-74.009447,18755,Customer,,0
652,1/1/2016 1:04,1/1/2016 1:15,285,Broadway & E 14 St,40.73454567,-73.99074142,442,W 27 St & 7 Ave,40.746647,-73.993915,24153,Subscriber,1974,1
276,1/1/2016 1:04,1/1/2016 1:08,3160,Central Park West & W 76 St,40.77896784,-73.97374737,3168,Central Park West & W 85 St,40.78472675,-73.96961715,18982,Subscriber,1953,1
1282,1/1/2016 1:04,1/1/2016 1:25,3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,22645,Subscriber,1966,1
2644,1/1/2016 1:04,1/1/2016 1:48,473,Rivington St & Chrystie St,40.72110063,-73.9919254,3002,South End Ave & Liberty St,40.711512,-74.015756,17460,Customer,,0
153,1/1/2016 1:04,1/1/2016 1:07,442,W 27 St & 7 Ave,40.746647,-73.993915,466,W 25 St & 6 Ave,40.74395411,-73.99144871,14739,Subscriber,1957,1
2642,1/1/2016 1:04,1/1/2016 1:48,473,Rivington St & Chrystie St,40.72110063,-73.9919254,3002,South End Ave & Liberty St,40.711512,-74.015756,23082,Customer,,0
1207,1/1/2016 1:04,1/1/2016 1:24,524,W 43 St & 6 Ave,40.75527307,-73.98316936,509,9 Ave & W 22 St,40.7454973,-74.00197139,23922,Subscriber,1983,1
620,1/1/2016 1:05,1/1/2016 1:15,3158,W 63 St & Broadway,40.77163851,-73.98261428,3134,3 Ave & E 62 St,40.76312584,-73.96526895,23437,Subscriber,1957,1
367,1/1/2016 1:05,1/1/2016 1:11,3165,Central Park West & W 72 St,40.77579377,-73.97620574,3168,Central Park West & W 85 St,40.78472675,-73.96961715,19859,Subscriber,1984,2
325,1/1/2016 1:05,1/1/2016 1:11,350,Clinton St & Grand St,40.71559509,-73.9870295,308,St James Pl & Oliver St,40.71307916,-73.99851193,21703,Subscriber,1965,1
316,1/1/2016 1:05,1/1/2016 1:11,500,Broadway & W 51 St,40.76228826,-73.98336183,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,22632,Subscriber,1987,1
756,1/1/2016 1:05,1/1/2016 1:18,448,W 37 St & 10 Ave,40.75660359,-73.9979009,507,E 25 St & 2 Ave,40.73912601,-73.97973776,23710,Subscriber,1986,1
931,1/1/2016 1:05,1/1/2016 1:21,334,W 20 St & 7 Ave,40.74238787,-73.99726235,439,E 4 St & 2 Ave,40.7262807,-73.98978041,20519,Subscriber,1960,1
298,1/1/2016 1:05,1/1/2016 1:10,500,Broadway & W 51 St,40.76228826,-73.98336183,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,14909,Subscriber,1984,1
1552,1/1/2016 1:06,1/1/2016 1:31,500,Broadway & W 51 St,40.76228826,-73.98336183,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,21639,Customer,,0
1289,1/1/2016 1:06,1/1/2016 1:28,492,W 33 St & 7 Ave,40.75019995,-73.99093085,250,Lafayette St & Jersey St,40.72456089,-73.99565293,24036,Subscriber,1984,1
1282,1/1/2016 1:06,1/1/2016 1:28,492,W 33 St & 7 Ave,40.75019995,-73.99093085,250,Lafayette St & Jersey St,40.72456089,-73.99565293,16376,Subscriber,1989,2
857,1/1/2016 1:07,1/1/2016 1:21,3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,3068,Humboldt St & Varet St,40.7031724,-73.940636,22613,Subscriber,1990,1
853,1/1/2016 1:07,1/1/2016 1:21,3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,3068,Humboldt St & Varet St,40.7031724,-73.940636,20190,Subscriber,1989,2
1140,1/1/2016 1:07,1/1/2016 1:26,147,Greenwich St & Warren St,40.71542197,-74.01121978,375,Mercer St & Bleecker St,40.72679454,-73.99695094,18660,Customer,,0
801,1/1/2016 1:07,1/1/2016 1:21,2003,1 Ave & E 18 St,40.73381219,-73.98054421,439,E 4 St & 2 Ave,40.7262807,-73.98978041,24249,Subscriber,1954,2
375,1/1/2016 1:07,1/1/2016 1:14,291,Madison St & Montgomery St,40.713126,-73.984844,311,Norfolk St & Broome St,40.7172274,-73.98802084,22973,Subscriber,1980,2
1094,1/1/2016 1:07,1/1/2016 1:26,147,Greenwich St & Warren St,40.71542197,-74.01121978,375,Mercer St & Bleecker St,40.72679454,-73.99695094,15895,Customer,,0
1659,1/1/2016 1:08,1/1/2016 1:35,529,W 42 St & 8 Ave,40.7575699,-73.99098507,348,W Broadway & Spring St,40.72490985,-74.00154702,23102,Customer,,0
848,1/1/2016 1:08,1/1/2016 1:22,524,W 43 St & 6 Ave,40.75527307,-73.98316936,499,Broadway & W 60 St,40.76915505,-73.98191841,16167,Customer,,0
841,1/1/2016 1:08,1/1/2016 1:22,524,W 43 St & 6 Ave,40.75527307,-73.98316936,499,Broadway & W 60 St,40.76915505,-73.98191841,19549,Customer,,0
444,1/1/2016 1:08,1/1/2016 1:15,3139,E 72 St & Park Ave,40.77118288,-73.96409422,3156,E 72 St & York Ave,40.76663814,-73.95348296,16050,Subscriber,1980,2
1111,1/1/2016 1:08,1/1/2016 1:26,3163,Central Park West & W 68 St,40.7734066,-73.97782542,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,16247,Subscriber,1971,1
1359,1/1/2016 1:08,1/1/2016 1:31,513,W 56 St & 10 Ave,40.768254,-73.988639,519,Pershing Square North,40.751873,-73.977706,21359,Subscriber,1983,1
1628,1/1/2016 1:08,1/1/2016 1:35,529,W 42 St & 8 Ave,40.7575699,-73.99098507,348,W Broadway & Spring St,40.72490985,-74.00154702,22089,Customer,,0
422,1/1/2016 1:08,1/1/2016 1:15,3139,E 72 St & Park Ave,40.77118288,-73.96409422,3156,E 72 St & York Ave,40.76663814,-73.95348296,21456,Subscriber,1980,1
1356,1/1/2016 1:08,1/1/2016 1:31,513,W 56 St & 10 Ave,40.768254,-73.988639,519,Pershing Square North,40.751873,-73.977706,22440,Subscriber,1985,2
1132,1/1/2016 1:08,1/1/2016 1:27,3224,W 13 St & Hudson St,40.73997354,-74.00513873,448,W 37 St & 10 Ave,40.75660359,-73.9979009,17314,Subscriber,1962,2
249,1/1/2016 1:09,1/1/2016 1:13,494,W 26 St & 8 Ave,40.74734825,-73.99723551,490,8 Ave & W 33 St,40.751551,-73.993934,24185,Subscriber,1991,2
881,1/1/2016 1:09,1/1/2016 1:23,521,8 Ave & W 31 St,40.75096735,-73.99444208,405,Washington St & Gansevoort St,40.739323,-74.008119,20648,Subscriber,1988,1
317,1/1/2016 1:09,1/1/2016 1:14,459,W 20 St & 11 Ave,40.746745,-74.007756,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,16917,Subscriber,1992,1
415,1/1/2016 1:09,1/1/2016 1:16,237,E 11 St & 2 Ave,40.73047309,-73.98672378,410,Suffolk St & Stanton St,40.72066442,-73.98517977,17838,Subscriber,1978,1
300,1/1/2016 1:09,1/1/2016 1:14,325,E 19 St & 3 Ave,40.73624527,-73.98473765,174,E 25 St & 1 Ave,40.7381765,-73.97738662,23841,Subscriber,1967,1
238,1/1/2016 1:09,1/1/2016 1:13,448,W 37 St & 10 Ave,40.75660359,-73.9979009,495,W 47 St & 10 Ave,40.76269882,-73.99301222,23578,Subscriber,1987,1
499,1/1/2016 1:09,1/1/2016 1:17,3137,5 Ave & E 73 St,40.77282817,-73.96685276,3140,1 Ave & E 78 St,40.77140426,-73.9535166,22761,Subscriber,1978,2
520,1/1/2016 1:09,1/1/2016 1:18,285,Broadway & E 14 St,40.73454567,-73.99074142,394,E 9 St & Avenue C,40.72521311,-73.97768752,22128,Subscriber,1965,1
345,1/1/2016 1:09,1/1/2016 1:15,265,Stanton St & Chrystie St,40.72229346,-73.99147535,308,St James Pl & Oliver St,40.71307916,-73.99851193,15592,Subscriber,1984,2
11334,1/1/2016 1:09,1/1/2016 4:18,479,9 Ave & W 45 St,40.76019252,-73.9912551,267,Broadway & W 36 St,40.75097711,-73.98765428,16177,Customer,,0
784,1/1/2016 1:09,1/1/2016 1:22,3136,5 Ave & E 63 St,40.76650452,-73.97147595,3177,W 84 St & Broadway,40.7867947,-73.977112,19365,Subscriber,1989,1
192,1/1/2016 1:09,1/1/2016 1:12,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,3049,Cambridge Pl & Gates Ave,40.68488,-73.96304,20908,Subscriber,1992,1
847,1/1/2016 1:09,1/1/2016 1:23,521,8 Ave & W 31 St,40.75096735,-73.99444208,405,Washington St & Gansevoort St,40.739323,-74.008119,19409,Subscriber,1990,2
2565,1/1/2016 1:09,1/1/2016 1:52,350,Clinton St & Grand St,40.71559509,-73.9870295,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,23503,Subscriber,1975,2
850,1/1/2016 1:09,1/1/2016 1:24,379,W 31 St & 7 Ave,40.749156,-73.9916,428,E 3 St & 1 Ave,40.72467721,-73.98783413,22948,Subscriber,1980,1
11297,1/1/2016 1:10,1/1/2016 4:18,479,9 Ave & W 45 St,40.76019252,-73.9912551,267,Broadway & W 36 St,40.75097711,-73.98765428,20149,Customer,,0
2530,1/1/2016 1:10,1/1/2016 1:52,350,Clinton St & Grand St,40.71559509,-73.9870295,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,23767,Subscriber,1970,1
79,1/1/2016 1:10,1/1/2016 1:11,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,24277,Subscriber,1986,1
340,1/1/2016 1:10,1/1/2016 1:16,449,W 52 St & 9 Ave,40.76461837,-73.98789473,495,W 47 St & 10 Ave,40.76269882,-73.99301222,20988,Subscriber,1970,2
330,1/1/2016 1:10,1/1/2016 1:16,449,W 52 St & 9 Ave,40.76461837,-73.98789473,495,W 47 St & 10 Ave,40.76269882,-73.99301222,22638,Subscriber,1975,1
451,1/1/2016 1:10,1/1/2016 1:18,521,8 Ave & W 31 St,40.75096735,-73.99444208,450,W 49 St & 8 Ave,40.76227205,-73.98788205,21992,Subscriber,1978,1
7881,1/1/2016 1:10,1/1/2016 3:22,479,9 Ave & W 45 St,40.76019252,-73.9912551,267,Broadway & W 36 St,40.75097711,-73.98765428,16515,Customer,,0
370,1/1/2016 1:10,1/1/2016 1:17,531,Forsyth St & Broome St,40.71893904,-73.99266288,295,Pike St & E Broadway,40.71406667,-73.99293911,20850,Subscriber,1990,1
526,1/1/2016 1:11,1/1/2016 1:20,517,Pershing Square South,40.751581,-73.97791,492,W 33 St & 7 Ave,40.75019995,-73.99093085,19514,Subscriber,1964,1
83,1/1/2016 1:11,1/1/2016 1:12,3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,3122,48 Ave & 5 St,40.74436329,-73.95587325,24257,Subscriber,1990,1
11960,1/1/2016 1:11,1/1/2016 4:31,529,W 42 St & 8 Ave,40.7575699,-73.99098507,486,Broadway & W 29 St,40.7462009,-73.98855723,23826,Customer,,0
898,1/1/2016 1:11,1/1/2016 1:26,384,Fulton St & Washington Ave,40.683048,-73.964915,3043,Lewis Ave & Decatur St,40.6814598,-73.934903,18072,Subscriber,1989,1
35248,1/1/2016 1:11,1/1/2016 10:59,250,Lafayette St & Jersey St,40.72456089,-73.99565293,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,21228,Customer,,0
882,1/1/2016 1:11,1/1/2016 1:26,267,Broadway & W 36 St,40.75097711,-73.98765428,513,W 56 St & 10 Ave,40.768254,-73.988639,16683,Subscriber,1987,1
228,1/1/2016 1:11,1/1/2016 1:15,375,Mercer St & Bleecker St,40.72679454,-73.99695094,439,E 4 St & 2 Ave,40.7262807,-73.98978041,23835,Subscriber,1988,1
1780,1/1/2016 1:12,1/1/2016 1:41,3163,Central Park West & W 68 St,40.7734066,-73.97782542,394,E 9 St & Avenue C,40.72521311,-73.97768752,15780,Subscriber,1963,1
986,1/1/2016 1:12,1/1/2016 1:28,3159,W 67 St & Broadway,40.77492513,-73.98266566,492,W 33 St & 7 Ave,40.75019995,-73.99093085,22452,Subscriber,1970,1
488,1/1/2016 1:12,1/1/2016 1:20,403,E 2 St & 2 Ave,40.72502876,-73.99069656,307,Canal St & Rutgers St,40.71427487,-73.98990025,24317,Subscriber,1966,1
11936,1/1/2016 1:12,1/1/2016 4:31,529,W 42 St & 8 Ave,40.7575699,-73.99098507,486,Broadway & W 29 St,40.7462009,-73.98855723,23034,Customer,,0
1945,1/1/2016 1:12,1/1/2016 1:44,405,Washington St & Gansevoort St,40.739323,-74.008119,363,West Thames St,40.70834698,-74.01713445,20219,Subscriber,1982,1
1441,1/1/2016 1:12,1/1/2016 1:36,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,2003,1 Ave & E 18 St,40.73381219,-73.98054421,23613,Subscriber,1986,1
401,1/1/2016 1:12,1/1/2016 1:18,3092,Berry St & N 8 St,40.7190095,-73.95852515,3116,Huron St & Franklin St,40.73266,-73.95826,16757,Subscriber,1968,1
1536,1/1/2016 1:12,1/1/2016 1:37,128,MacDougal St & Prince St,40.72710258,-74.00297088,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,23283,Subscriber,1985,1
1050,1/1/2016 1:12,1/1/2016 1:29,3168,Central Park West & W 85 St,40.78472675,-73.96961715,515,W 43 St & 10 Ave,40.76009437,-73.99461843,17345,Subscriber,1967,1
703,1/1/2016 1:12,1/1/2016 1:24,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,443,Bedford Ave & S 9 St,40.70853074,-73.96408963,24142,Subscriber,1988,1
461,1/1/2016 1:12,1/1/2016 1:20,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,23998,Subscriber,1985,2
1357,1/1/2016 1:12,1/1/2016 1:35,518,E 39 St & 2 Ave,40.74780373,-73.9734419,3176,W 64 St & West End Ave,40.77452835,-73.98753759,22008,Subscriber,1975,1
702,1/1/2016 1:12,1/1/2016 1:24,346,Bank St & Hudson St,40.73652889,-74.00618026,448,W 37 St & 10 Ave,40.75660359,-73.9979009,18426,Subscriber,1975,1
560,1/1/2016 1:13,1/1/2016 1:22,503,E 20 St & Park Ave,40.73827428,-73.98751968,440,E 45 St & 3 Ave,40.75255434,-73.97282625,22333,Subscriber,1976,1
614,1/1/2016 1:13,1/1/2016 1:23,449,W 52 St & 9 Ave,40.76461837,-73.98789473,505,6 Ave & W 33 St,40.74901271,-73.98848395,15638,Subscriber,1982,2
299,1/1/2016 1:13,1/1/2016 1:18,160,E 37 St & Lexington Ave,40.748238,-73.978311,536,1 Ave & E 30 St,40.74144387,-73.97536082,18622,Subscriber,1991,1
